"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group E","some college","free/reduced","completed","93","90","85"
"female","group C","some college","standard","none","62","64","60"
"female","group C","some high school","standard","none","58","57","60"
"female","group C","high school","standard","none","75","70","73"
"male","group B","associate's degree","standard","none","34","28","29"
"female","group D","associate's degree","standard","completed","69","66","74"
"male","group B","some high school","standard","completed","55","53","54"
"female","group D","bachelor's degree","free/reduced","completed","77","70","85"
"male","group D","associate's degree","standard","none","86","77","75"
"male","group A","some high school","free/reduced","completed","44","38","45"
"female","group C","some high school","standard","none","72","81","81"
"female","group B","master's degree","free/reduced","none","42","56","57"
"male","group C","bachelor's degree","free/reduced","completed","73","74","67"
"female","group D","master's degree","standard","none","84","97","93"
"female","group B","some college","standard","completed","98","87","100"
"male","group D","bachelor's degree","free/reduced","none","76","85","81"
"male","group D","some college","standard","none","62","58","55"
"male","group D","associate's degree","standard","none","77","70","67"
"male","group B","associate's degree","standard","completed","71","63","69"
"female","group B","some college","standard","none","73","70","76"
"female","group C","master's degree","standard","none","60","71","69"
"male","group C","some college","free/reduced","completed","71","68","62"
"female","group B","high school","standard","none","75","85","89"
"male","group C","bachelor's degree","standard","none","58","65","59"
"female","group B","associate's degree","standard","completed","73","83","82"
"female","group C","master's degree","free/reduced","none","59","74","77"
"male","group C","some college","free/reduced","none","55","61","55"
"female","group C","some college","standard","completed","92","95","94"
"female","group B","some high school","standard","none","37","46","45"
"male","group E","high school","free/reduced","completed","72","68","72"
"male","group D","bachelor's degree","standard","completed","67","63","62"
"female","group D","master's degree","standard","none","81","80","85"
"female","group A","some college","standard","none","59","65","60"
"male","group B","some college","standard","none","67","63","61"
"male","group A","associate's degree","standard","completed","63","66","54"
"female","group D","bachelor's degree","standard","none","62","64","69"
"female","group E","bachelor's degree","standard","none","68","71","69"
"female","group E","high school","standard","none","71","71","71"
"female","group C","some college","standard","none","67","74","68"
"female","group E","some college","standard","none","93","90","91"
"female","group A","associate's degree","free/reduced","none","49","60","63"
"female","group D","some high school","standard","none","81","86","91"
"female","group C","high school","standard","none","50","60","61"
"female","group C","associate's degree","standard","completed","68","84","79"
